"classId","name","cell","x","y","z","destCell","destX","destY","destZ"
"2333","Tumerok Chamber","51190100","117.264","77.133","62.805","01BC011D","53.19","-33.33","0"
"2337","Tumerok Outpost","519D0100","138.975","11.776","22.805","01BF01A3","37.45","-57.21","0"
"3613","Direlands Midland Portal","52D90100","180","124.556","16.805","2E110031","155.536","10.249","56.005"
"2381","Lightless Catacombs","53180102","71.5998","127.547","62.805","019B0161","60","-50","0"
"23076","Dark Tree Crystal Mine","589E0000","66.6019","82.0166","20.5741","56490196","100","-90","0.005"
"7248","Murk Warrens","5AD30000","149.294","154.355","39.298","01020121","40","-260","0"
"9685","Desert March Portal","5B9C0000","74.7335","8.74883","0.89386","02AA022F","50","-500","30"
"42852","Portal to Town Network","5B9C002E","123.944","124.93","14.198","00070145","70","-80","0.005"
"22895","Spirit Cell","5BA00000","150.028","104.734","32.5074","564A010D","9.81431","-58.5473","0.005"
"12161","Central Tuatara Plains Portal","5C9D0000","77.605","66.608","30.5","21C5001D","73.5","118.7","71.7"
"7200","Black Dominion Portal","5F100000","8.95292","124.792","0.005","010A0223","0","-70","0"
"30472","Northern Power Forge","62960000","173.221","79.8782","0.726652","00040100","0","-170","6.005"
"3628","The Pit Dungeon Portal","62CF0100","36","177","3.66","01A302F3","39.685","-20.631","0"
"443","Westward Portal","62D50000","64.7897","42.7109","42.005","5AD80010","41.25","180","80.6"
"1900","Heartland","64D50000","146.924","111.837","77.5176","AD9B003E","186.1","126.3","62"
"43065","Portal to Town Network","64D50013","71.7399","62.3963","78.198","00070143","70","-60","0.005"
"19716","Mammet Foundry Portal","64D50130","84.9684","96.0482","72.805","5458025F","10","-110","6.005"
"34540","Realaidain Western Vault","65C70101","84","177","201.937","00500173","30","-700","0.006"
"4925","Phyntos Menace","66D40102","74.5","108","56.805","0143010A","0","-80","0"
"12547","Sonel Portal","66D60000","45.3692","83.4411","77.128","52DF0013","58.821","62.124","64.084"
"12486","Desolation Beach  Portal","66D60000","43.6204","103.251","77.0935","49E60004","19.429","80.472","0.005"
"12567","Woodshore Cottages Portal","66D60000","45.3124","92.2383","77.1091","48E0000E","28.364","137.692","40.207"
"12510","Lake NemuelSettlement Portal","66D60000","45.615","74.6414","77.21","7FCD0028","103.726","182.172","152.649"
"13097","Dires' Door Estates Portal","66D60000","36.7598","107.986","76.9902","6AE10011","61.848","11.864","58.028"
"13125","Seaview Ridge Cottages Portal","66D60000","42.0975","69.2873","76.4896","6EED002E","121.852","140.823","66.115"
"13141","Wisp Lake Cottages Portal","66D60000","36.4303","69.2978","74.5988","7DE8001C","87.729","87.294","34.073"
"14627","Empyrean Shore Villas Portal","66D60000","28.1054","109.368","75.2593","4DE70006","10.453","129.072","0.12"
"14640","Laiti's Villa Portal","66D60000","20.7944","105.052","72.953","6AD3001F","77.262","159.921","154.678"
"14643","Lightbringer Dale Cottages Portal","66D60000","15.5186","100.093","71.2736","69E50016","68.564","141.104","25.809"
"14674","Verena Portal","66D60000","11.7262","92.1213","69.5682","61CA0026","103.765","124.468","67.22"
"14635","Hidden Valley Portal","66D60000","9.71297","83.7333","68.8144","67C90025","115.355","104.708","71.279"
"14647","Lord Cambarth Villas Portal","66D60000","7.58033","76.603","68.6421","71E4001E","86.065","132.357","197.154"
"15155","Durglen Portal","66D60000","21.4498","116.257","74.9561","85B40015","65.558","109.384","83.351"
"15161","Ice's Edge Cottages Portal","66D60000","14.8211","112.226","73.2966","6ACF0024","99.853","90.017","188.005"
"15184","Regina Cottages Portal","66D60000","29.9496","117.766","75.8816","66C30024","99.343","95.407","82.005"
"15180","Northfire Estates Portal","66D60000","40.995","116.383","75.2569","5CE7001B","95.115","57.211","37.164"
"15197","Thyrinn Cant Cottages Portal","66D60000","51.2804","112.077","77.5125","65E50024","107.129","86.636","58.346"
"15157","East Morntide Settlement Portal","66D60000","57.2036","105.619","82.5376","6CAB0025","112","97","49"
"20642","Grievver Caves Portal","67DE0103","122.244","66.2091","64.405","545602A0","110","-20","0"
"25394","Gerent's Compound","69120000","109.457","56.854","68.005","594C0143","50","-10","5.995"
"15776","Gelidite Library","69D50101","180.212","188.688","197.205","546401AE","60","-70","0.005"
"23367","Abandoned Armory Portal","6C160000","166.439","184.711","4.005","5645023C","90","-80","0.005"
"7211","Northwest Direlands Portal","6CE30000","79.9597","68.2786","106.754","12860003","10","68","50"
"7256","Olthoi Horde Nest","6FBC0000","49.5967","108.514","98.9639","02FC03A6","90","-650","0.005"
"7291","Halls of Metos","708F0015","50.4847","98.0185","239.937","02F40297","100","-330","0"
"25975","Decrepit Tower","709D0102","35.6617","31.6957","218.005","644A03AB","140","-50","0"
"1104","North Direlands Portal","72CC0000","132.489","31.7628","374.511","3C9D0010","25.1","191.5","77.9"
"1905","North Desert Edge","72CC0000","136.157","92.3803","378.608","7B790025","115.1","111.2","7.7"
"23770","Basement","73080105","54.4811","181.93","8.006","61430112","10.759","-0.022","0.005"
"1102","Bandit Castle Portal","75B80000","91.8084","139.439","119.944","BDD00006","16.9","120.5","115.1"
"22870","Crystal Mine Low","75D70000","35.5979","116.563","381.73","564E0233","9.18582","-152.244","0.005"
"22871","Crystal Mine New Isparians","75D70000","88.8858","113.703","414.389","564F0233","9.18582","-152.244","0.005"
"22872","Crystal Mine Mid","75D70000","68.1837","132.295","356.463","564D0233","9.18582","-152.244","0.005"
"22868","Crystal Mine Extreme","75D70000","59.5308","92.6392","308.902","564B0233","9.18582","-152.244","0.005"
"22869","Crystal Mine High","75D70000","104.624","99.9586","285.402","564C0233","9.18582","-152.244","0.005"
"22866","Access to Crystal Mines","75D70000","8.62307","103.312","235.286","75D70015","59.981","108.173","430.18"
"43524","Frozen Tomb","76E901B1","139.36","331.079","94.737","77E702E4","25.1647","31.3589","124.805"
"44992","Frozen Wight Lair","76EA0100","6.29906","0.00146624","167.726","8B040173","3.3374","-59.9919","-47.995"
"51428","Tusker Den","77E8001F","86.078","165.01","125.11","586F029B","260","-170","0.00599998"
"5198","Sea Temple Catacombs","79660101","179.71","35.965","57","0156018F","49.1","-61.9","0"
"30468","Southern Power Forge","7A180000","114.897","115.883","1.5417","00050100","0","-170","6.005"
"5200","Under-Cove Crypt","7A640102","60.7342","88.6357","-5.34","01570147","0","-20","0"
"9005","Desert March Portal","7A870000","171.557","100.805","22.1055","02AA022F","50","-500","30"
"1903","Desert Ridge Border","7AC30000","36.2469","68.8212","232.943","B178001C","74.9","75.4","22.3"
"1902","Hilltop","7ACA0000","75.1481","16.3678","200.005","AAA80034","152.4","82.3","171.3"
"1905","North Desert Edge","7B980000","60.4623","42.8194","113.044","7B790025","115.1","111.2","7.7"
"21416","Fire Guardian Lair","7BDB0000","96.2313","62.7448","431.966","5843014A","47.9531","-2.5","6.005"
"10716","Land Bridge Staging Complex Portal","7C130000","54.6388","168.818","6.07313","029802A5","200","-10","12"
"1345","A Red Rat Lair","7C650000","135.347","22.5536","7.2","01D90100","3","-49.9","0"
"31436","Lost Desert Archive","7C840100","102","84","53.592","0036013C","0","-10","0"
"14488","Empyrean Fire Propylaeum","7CDB0000","19.1992","49.367","391.605","5270014B","30","0","0"
"1126","Yaraq Tunnels Portal","7D600000","127.583","121.55","50","01FB0206","92","-20","0"
"43066","Portal to Town Network","7D640025","102.999","106.787","12.198","00070133","60","-70","0.005"
"19717","Mannikin Foundry Portal","7D640150","59.9385","97.8042","6.805","545A013C","10","-50","6.005"
"6111","Yaraq Meeting Hall Portal","7D640173","35.3787","35.4762","14.005","01340126","30","-60","6"
"4949","Recovered Temple Portal","7D870102","60","93","214.805","0142017F","50","-60","6"
"12518","Majestic Hill Cottages Portal","7D8F0000","60.1156","68.7624","124.005","8AA60029","140.579","9.492","100.005"
"12517","Maitland  Portal","7D8F0000","69.0377","68.6984","124.005","879F0033","152.05","55.753","120.676"
"12528","New Suntik Portal","7D8F0000","74.3255","60.6243","124.005","84960030","135.243","183.293","124.005"
"12541","Sanai Portal","7D8F0000","68.8441","51.5288","124.005","68970024","105.36","92.12","16.785"
"12560","Tiofor Deeps Portal","7D8F0000","60.9821","45.046","124.005","78B20023","111.668","63.769","89.302"
"14264","Helms Villas Portal","7D8F0000","52.4106","69.1149","124.005","809B0011","61.479","14.486","240.005"
"13126","Sharvale Portal","7D8F0000","44.8073","64.83","124.005","7792001A","84.371","42.716","56.067"
"13101","East Danby Portal","7D8F0000","53.1425","42.6957","124.005","619E0025","98.834","99.289","9.967"
"14669","Stonebend Cottages Portal","7D8F0000","45.0189","40.5975","124.005","9B910036","154.607","141.638","29.773"
"14677","West Zaikhal Freehold Portal","7D8F0000","39.3327","42.1027","124.005","73940025","110.462","115.974","76.005"
"14625","Embara Portal","7D8F0000","79.1372","68.5799","124.005","68A1002A","133.468","40.845","30.883"
"14648","Loredane Villas Portal","7D8F0000","82.0801","57.9855","124.005","6F8B0021","108.72","13.523","4.192"
"15177","Nalib Cavana Settlement Portal","7D8F0000","74.1692","76.2347","124.005","5FA60025","109.126","105.719","97.625"
"15147","Bright Blade Cottages Portal","7D8F0000","65.6823","80.5676","124.005","7E9F001D","85.587","102.949","93.979"
"15671","Deepvale Cottages Portal","7D8F0000","81.7734","43.5962","124.005","61AC001C","72.766","78.076","42.005"
"15674","Gharu'n Victory Villas Portal","7D8F0000","78.4733","34.6419","124.005","6F950024","99.865","93.02","38.005"
"29439","Silver Legion Keep","7D900023","102","71","123.937","001B016E","80","-10","0.005"
"9684","Danby's Outpost","7D940000","79.2859","44.9521","240.005","5A9C0004","23.5","77.1","6"
"8401","Portal to Linvak Tukal","7E640124","35.9586","16.3243","8.66","A21E001A","83","38","560.4"
"14449","Underground Passage","7E650101","84.809","36.047","14.005","01C20123","80","-70","-24"
"7293","Halls of Metos","7E790000","129.313","176.934","30.005","02F30297","100","-330","0"
"20625","Precarious Sojourn Portal","7E820000","81.5142","67.0897","154.823","344F0007","11.968","149.905","92"
"1339","Moss Chamber","7E910000","111.8","15.7","76.1","01DB01DC","60","-60","0"
"28792","Drudge Hovel","7F61000F","35.719","155.967","49.937","01180237","102.031","-290.037","6.005"
"12555","South Yaraq Cottages Portal","7F630000","137.255","98.6483","47.3979","815E0012","61.925","29.317","0.005"
"12504","Ijaniya  Portal","7F630000","147.854","91.4879","46.757","85560002","5.256","41.536","14.443"
"12565","Wi Badlands Settlement Portal","7F630000","147.35","77.2985","49.1219","8C5F001E","81.45","125.513","14.924"
"12471","Aqalah Portal","7F630000","135.489","66.8713","49.2957","7C760005","18.381","115.378","10.858"
"13118","North Yaraq Villas Portal","7F630000","125.287","99.2377","47.8342","7C6C0006","4.23","123.22","11.737"
"9141","North Tumerok Vanguard Outpost","7F760000","83.6836","11.5084","10.005","02A50296","60","-680","6"
"8847","Upper Shade Stronghold Portal","7FDB0000","20.2075","58.3812","273.78","02B10268","70","-490","0"
"8892","Shade Stronghold Portal","7FDB0000","24.5","63","272.875","02B10276","110","-490","0"
"4971","Darkened Halls Portal","80650100","54","125.2","74.805","014401B4","30","-50","12"
"9199","Sand Shallow","80710000","55.9837","16.1898","11.3067","02A002F5","290","-340","0"
"3630","Carved Cave Portal","80880100","43.7667","133.324","342.805","018F025C","70.548","-77.66","0"
"29433","Copper Legion Keep","808E000D","32","109","123.937","001801C7","90","-8","0.005"
"25495","Lair of the Ancient Queen","808F0000","88.787","179.86","124.005","614A046E","90","-120","0.005"
"37163","Radiant Blood Stronghold","808F0014","55.7513","79.9544","123.937","00B90294","110","-20","0.005"
"53445","Radiant Blood Gauntlet","808F0014","66.6907","86.4748","123.937","596B010F","120","-10","0.005"
"15837","Sanctum Residential Halls Portal","80900000","31.852","34.507","124.005","54650140","40","-70","0"
"43066","Portal to Town Network","8090000C","37.5432","83.6323","124.198","00070133","60","-70","0.005"
"19718","Effigy Foundry Portal","80900138","28.4348","127.176","118.805","545901B0","10","-80","6.005"
"6112","Zaikhal Meeting Hall Portal","8090015D","58.5805","29.7052","126.005","01350126","30","-60","6"
"29437","Platinum Legion Keep","80940009","39.0073","16.8909","204.005","001A017A","190","-70","0.005"
"29435","Gold Legion Keep","8190003E","174","140","123.937","00190105","90","-23","0.005"
"1512","Halls of the Helm","81960000","74.573","158.331","179.199","01CC01E5","70.5","-71","12"
"7250","Murk Warrens","81A00000","163","61.02","54.922","01010121","40","-260","0"
"3956","Four Towers Entrance","828E0000","66.3802","190.522","124.005","828E001E","77.6","122.9","124"
"3957","Exit","828E0000","69.2759","113.065","124.005","828E0008","3.6","171","124"
"4975","Impious Temple Portal","828E0100","86.643","130.109","124.005","015E0165","80","-170","0"
"5517","Forbidden Crypts Portal","83870100","35.7886","93.5652","79.66","013D02D5","60","-10","-18"
"1120","Crypt of Ashen Tears","83910000","164.7","141.5","124","01FA034C","80","-59","6"
"32623","Viamontian Esper Mine","83D9000E","42","131.4","221.187","0048051A","235.545","-45.5886","0.005"
"7894","Arena","84680000","7.04818","58.7343","25.6539","02E201A3","130","-50","12"
"7891","Arena","84690000","55.9834","8.95742","26.005","02E301A3","130","-50","12"
"12499","Four Towers Settlement Portal","84860000","165.102","108.347","154.247","868E0020","93.197","186.49","118.923"
"12476","Bay of Sands Portal","84860000","163.675","99.1879","154.365","79810005","15.782","111.462","0.717"
"12525","Musansayn Portal","84860000","155.322","97.7112","155.062","8E840037","165.27","165.96","60.005"
"14267","Jackcat Canyon Portal","84860000","147.947","98.367","155.676","8A7F0003","20.882","56.819","60.005"
"14272","Midsong Cottages Portal","84860000","163.136","116.652","154.284","7D7E003E","175.322","135.799","32.858"
"14251","Alfreth Ridge Cottages Portal","84860000","160.2","124.194","154.355","8C98001C","80.542","91.712","124.005"
"13095","Bucolic Villas Portal","84860000","153.161","126.78","154.57","92B30039","181.326","12.571","87.721"
"14259","Dillo Butte Settlement Portal","84860000","135.284","109.543","155.603","9C8D0033","150.027","66.824","108.436"
"14610","Al-Arqis Cottages Portal","84860000","146.128","127.665","154.643","7C700003","18.033","53.732","9.985"
"14631","Fearnot Valley Cottages Portal","84860000","140.612","103.528","155.66","679D0025","102.428","99.669","28.934"
"15164","Mirthless Dale Portal","84860000","171.801","101.899","154.005","4A9C0024","103.665","91.037","54.005"
"15176","Mimiana Villas Portal","84860000","164.672","90.1609","154.282","7A9E0026","101.982","129.768","89.5"
"15171","Mahara Cottages Portal","84860000","154.799","86.0145","155.105","923B002C","127.925","74.484","68.173"
"15156","East Al-Jalima Villas Portal","84860000","172.535","112.48","154.005","95890021","106.732","14.528","38.426"
"15678","Nidal-Taraq Villas Portal","84860000","146.804","83.8899","157.322","69920025","102.962","98.824","25.401"
"19165","Unified Heart Villas Portal","84860000","138.758","85.485","159.505","9390002C","123.574","79.763","30.005"
"19156","Reviled Maw Cottages Portal","84860000","124.537","99.7422","157.312","80AA0014","70.691","93.004","84.005"
"19162","Tusker Notch Portal","84860000","133.002","91.4436","158.82","84AC0024","108.657","89.048","104.115"
"34544","Realaidain Northern Vault","84DE0101","156","33","107.937","005003B5","240","-467","12.006"
"6108","Tufa Meeting Hall Portal","856D0101","128.866","177.097","16.005","01310126","30","-60","6"
"43066","Portal to Town Network","8588001E","91.6131","141.56","86.198","00070133","60","-70","0.005"
"19718","Effigy Foundry Portal","85880128","80.9753","142.454","80.805","545901B0","10","-80","6.005"
"6089","Al-Jalima Meeting Hall Portal","85890101","108.931","12.9724","88.005","011E0126","30","-60","6"
"12150","Northern Infiltrator Keep","85920000","121.799","134.291","124.005","03A30201","70","-590","0"
"8833","Empyrean Cloister Portal","86620000","132.142","19.758","23.013","02AD01E4","131.5","-538.7","0"
"43066","Portal to Town Network","866C002F","139.232","162.06","10.198","00070133","60","-70","0.005"
"19716","Mammet Foundry Portal","866C010A","134.402","149.122","4.805","5458025F","10","-110","6.005"
"5515","Burial Temple Portal","868A0000","164.249","11.9508","65.0108","013E03FF","30.39","-146.44","0"
"7945","Caulnalain Vestibule Portal","86D50000","58.7871","20.6987","291.725","02DC035D","280","-140","0"
"44117","Sand Caves","8764001D","91.6524","116.767","52.1811","5760047D","150.03","-68.1271","23.006"
"44116","Sand Caves","87650003","22.6596","48.6229","52.1811","5760040E","210.179","-237.606","15.006"
"44115","Sand Caves","87650033","145.2","69.566","66.1761","57600133","20","-277.464","-5.994"
"8501","Southern Mt. Esper","87680000","186.652","18.9651","17.6115","8FC60024","117.2","72.6","52"
"19726","Arcanum Research Facility","87860000","64.888","144.346","154.005","545B0121","50","-50","0"
"5511","Mysterious Cave Portal","87890000","125.379","12.7966","72.4549","014A0141","-1.21815","-47.6649","0.005"
"8500","River Mouth","87A30000","150.873","88.515","69.4832","3EC5000B","26.8","51.7","8"
"4917","Bone Lair","885A0101","32","132","12.005","01450168","90","-30","0"
"48823","Desert Dwelling","8865003A","187.598","40.0822","7.94002","58630252","181.62","-80.047","21.511"
"44136","Temple","89650016","66.3072","126.749","58.117","57560161","95.0624","-112.097","0.01"
"9201","Aerbax Laboratory","89720000","113.223","136.926","10.0051","029E0269","50","-10","6"
"6391","Artifex Vault Portal","899E0000","91.6203","16.8019","239.275","01370341","188.4","-10","0"
"31374","The Fazenda Caves","89BD0100","15.5763","116.117","118.737","003402A2","120","-240","0.005"
"4939","Unfinished Temple Portal","8A590101","155.993","161.043","22.005","015B016E","30","0","6"
"12296","Singular Pyreal Repository","8A7A0000","113.174","34.9546","61.0373","03A102B6","90","-600","0"
"14503","Empyrean Lightning Propylaeum","8B120000","62.5288","110.046","333.53","5274014B","30","0","0"
"9188","Tomb of The Dead","8B680102","12.3051","98.5788","4.805","01F301C6","130","-90","0"
"21420","Lightning Guardian Lair","8C130000","89.1797","17.5921","456.005","5A43014A","47.953","-2.5","6.005"
"426","Syliph Tower","8D8E0000","153.4","163.4","224","01D501C0","39.093","-13.057","66"
"7206","Nor's Folly Portal","8E560000","49.5281","161.289","16.893","01070166","60","-30","0"
"441","Base of Mt. Syliph","8E8D0000","127.1","91.3","42.2","8E8D0038","150.4","182.5","110"
"442","Mt. Syliph Plain","8E8D0000","148.3","171.5","110","8E8D002C","126.6","86","41.7"
"440","South Dalt","8E8F0000","46.8","67.4","224","8F910011","55","3.9","224"
"12474","Arqasanti Portal","8F550000","173.37","113.499","13.4477","9260001D","93.483","114.207","13.312"
"12469","Al-Hatar Settlement Portal","8F550000","171.841","102.295","12.5296","96540003","21.996","54.364","10.005"
"12521","Monument Sands Settlement Portal","8F550000","159.544","92.0839","14.119","93500019","88.041","22.663","18.557"
"12470","Al-Kasan Settlement Portal","8F550000","149.71","90.7557","16.5775","8B550030","127.721","175.309","15.798"
"13099","Dry Bone Manors Portal","8F550000","171.667","91.4847","12.005","965A003D","179.332","109.692","10.202"
"14277","Pillars-on-the-Sea Cottages Portal","8F550000","140.29","92.4155","16.7997","8A480014","65.296","82.49","1.762"
"14673","Tarn Vinara Villas Portal","8F550000","172.43","123.544","14.4432","5FA2002E","132.363","125.788","42.005"
"14621","Djinaya Wind Cottages Portal","8F550000","170.123","131.161","15.6881","8D630015","59.665","113.519","9.625"
"14633","Hamud Cottages Portal","8F550000","131.108","93.9984","16.4302","9264001C","83.425","88.856","13.41"
"14613","Bleached Skull Wastes Settlement Portal","8F550000","124.069","99.1042","16.3441","8B6D001B","79.939","57.56","10.667"
"14618","Desert Mirage Cottages Portal","8F550000","164.273","136.644","17.0896","906C0024","117.514","80.169","18.005"
"14611","Al-Nosaj Portal","8F550000","157.51","140.944","17.7503","9170001B","76.407","55.658","13.367"
"15138","Ahr-Zona Portal","8F550000","117.052","105.146","16.005","9664001B","95.507","69.009","14.254"
"4943","Abandoned Shops Portal","8F560102","63","172.5","28.805","0159018F","180.2","-51.2","0"
"438","South Gemm","8F910000","191","140.2","224","91930009","31.3","3.4","224"
"439","North Syliph","8F910000","51.9","0.9","224","8E8F000B","42.1","65.5","224"
"371","Alfreth Dungeon","8F990000","184","8.2","92.7437","01D601B9","135.8","-1.22","0"
"43531","Mountain Cavern Portal","8FCF003D","176.757","99.6215","389.775","015D0250","20","-50","36.006"
"2387","Crater Caves Dungeon","8FD20000","16.6376","152.056","277.943","019A02CA","40","-150","0"
"3651","Crater Lair","8FD70000","56.5","115.5","115.1","018C0191","40","-20","0.005"
"1903","Desert Ridge Border","90240000","183.208","113.732","-0.095","B178001C","74.9","75.4","22.3"
"1902","Hilltop","90240000","128.554","132.465","-0.095","AAA80034","152.4","82.3","171.3"
"43066","Portal to Town Network","90580034","156.021","92.1051","0.198001","00070133","60","-70","0.005"
"19717","Mannikin Foundry Portal","90580140","129.483","90.6703","-5.195","545A013C","10","-50","6.005"
"6088","Al-Arqas Meeting Hall Portal","90580152","135.876","80.0102","2.005","011D0126","30","-60","6"
"42852","Portal to Town Network","90D00014","69.1709","82.6791","282.198","00070145","70","-80","0.005"
"2554","Crater Pathway","90D00104","113","84","277.205","01A701AA","32.4","-8.01","138"
"1902","Hilltop","90D00114","60","79","284.005","AAA80034","152.4","82.3","171.3"
"1907","Sho Roadside","90D00116","84","113","284.005","D45C003D","176.1","102.1","14"
"9143","South Tumerok Vanguard Outpost","91460000","42.746","14.2601","11.506","02A40110","60","-20","-12"
"428","Sylsfear Dungeon Portal","918D0000","151.2","37.1","27.1","01D70277","59.8","-136.9","0"
"436","South Bellig","91930000","165.8","166.7","224","93950019","79.1","3","224"
"437","North Dalt","91930000","28","1.2","224","8F91003E","188.9","138","224"
"12537","Pavanne Vale Freehold Portal","91D20000","61.3544","84.6768","342.246","91EC0028","106.97","171.498","20.005"
"12483","Celdiseth's Beach Settlement Portal","91D20000","67.8717","76.9769","344.568","A4EB000F","36.753","163.649","0.73"
"12489","East Esper Valley  Portal","91D20000","69.7366","67.0615","343.862","A2DA0019","74","5.304","54.005"
"12529","Neydisa Village Portal","91D20000","69.2814","59.3175","342.305","9CD80009","25.631","5.094","71.581"
"12539","Prosper River Headwaters Portal","91D20000","69.0405","51.1817","340.787","98C6002B","121.977","58.949","27.905"
"13091","Bandit Road Villas Portal","91D20000","62.6008","44.0002","335.855","B6D80003","6.232","69.233","19.486"
"13135","Stone Triad Dell Portal","91D20000","58.131","36.3184","331.968","80E1002B","134.642","51.009","92.445"
"13106","Frosty Dale Cottages Portal","91D20000","54.4879","90.6375","339.083","87E0001C","94.219","81.4","92.153"
"13107","Greenvale Settlement Portal","91D20000","44.6649","100.694","335.346","8DE30024","99.386","79.361","42.496"
"14616","Celcynd Cottages Portal","91D20000","38.7502","102.423","332.215","8BF20036","160.888","131.7","2.758"
"14615","Bretslef Cottages Portal","91D20000","50.1513","32.9623","326.754","ADD40015","52.689","112.856","71.009"
"14636","Ianna Portal","91D20000","31.6006","101.896","327.913","86C00010","41.933","184.121","119.673"
"15174","Merak Portal","91D20000","27.0043","100.093","324.781","51A00025","113.406","108.948","32.926"
"15179","New Nesortania Portal","91D20000","39.9552","30.4903","320.394","8CC2001C","76.958","87.088","56.005"
"15141","Anadil Portal","91D20000","20.439","98.4953","320.848","7AD6001B","88.827","61.328","203.718"
"15685","Sweet Maple Cottages Portal","91D20000","11.9127","99.0973","316.736","53E40024","98.089","83.994","27.658"
"15662","Adept's Domain Portal","91D20000","4.70244","98.5472","312.993","51A3001C","73.558","87.934","38.677"
"15679","Patron's Honor Cottages Portal","91D20000","30.4066","27.8527","314.384","A1DD001D","91.266","112.093","122.734"
"15687","Windrune Cottages Portal","91D20000","20.6944","27.0018","308.878","83CD001E","91.951","137.56","151.131"
"15677","Mountain Retreat Cottages Portal","91D20000","12.259","26.1203","305.29","7EC80025","108.377","101.577","95.905"
"19154","North Pass Hollow Cottages Portal","91D20000","63.4038","91.8275","346.167","85C4001C","92.722","76.155","74.005"
"19159","Shaky Ledge Cottages Portal","91D20000","69.0633","82.9702","347.459","89CD0035","151.525","108.995","121.254"
"19160","Stonerune Cottages Portal","91D20000","74.8271","69.3456","348.154","89C90012","63.074","38.48","104.931"
"6395","Jahannan Vault Portal","92410000","26.5834","42.0622","39.937","011B014B","80","-57.35","-65.99"
"433","Base of Mt. Alphus","92980000","44.339","141.7","36.005","94970030","131.7","170.3","109.8"
"6395","Jahannan Vault Portal","92D30000","35.1535","11.4737","644.697","011B014B","80","-57.35","-65.99"
"43066","Portal to Town Network","934B0009","38.7234","18.4519","14.198","00070133","60","-70","0.005"
"8220","Uninhabited Area Portal","934B0133","154.812","84.995","-31.595","02D2011F","70","-120","0"
"8219","Surface Portal","934B0134","187.988","28.043","-31.595","934B0021","108.3","6.1","18.1"
"8221","Xarabydun Lifestone Portal","934B021B","57.937","-1.069","-13.595","02D30116","40","-40","0"
"4929","Desert Ruin Portal","93570102","45.423","132","34.805","016701A7","110","-40","6"
"9322","Mnemosyne Collection Site","937C0000","177.777","50.028","36.005","029D0100","0","0","0"
"373","Bellig Tower Base","93950000","82.5","137","106.9","01D40115","40","-30","0"
"375","Bellig Tower","93950000","102.368","65.4781","224","01D401B1","61.8","-22.45","30"
"435","North Gemm","93950000","76.2","1.7","224","91930037","163.5","164.4","224"
"2552","Crater Pathway","93CB0102","12","41.443","101.205","01A70108","17.571","-509.205","0"
"32655","Empyrean Workshop","93D30011","57.2299","7.12081","392.355","006E055E","104.056","-44.0326","0.005"
"2339","Forking Trail","942D0000","50.6279","85.8023","136.598","01AB0137","37.63","-29.99","0"
"434","Mt. Alphus Valley","94970000","105.6","165.9","108.8","9398000F","32","144.6","40"
"4910","Mattekar Cave","94D10100","44.491","52.316","210.811","01690183","110.2","-8.3","0"
"12479","Brigands Bay Settlement Portal","95210000","130.227","171.225","122.005","A60F000D","29.156","116.995","16.753"
"14289","Villalabar Portal","95210000","139.109","166.067","122.488","96330027","103.754","147.617","40.005"
"13119","Qalabar Oasis Settlement Portal","95210000","123.558","173.824","122.005","9A2C002C","135.455","91.169","110.581"
"13128","Simda'r Villas Portal","95210000","117.844","181.054","122.364","94190031","161.156","17.647","340.005"
"14279","Ro-Nan Portal","95210000","147.035","171.898","122.005","AB30002D","123.744","108.458","70.731"
"13120","Qalaba'r Seaside Villas Portal","95210000","147.506","180.852","122.005","912A0030","139.588","171.535","-0.095"
"14672","Stormbrow Portal","95210000","114.954","188.642","123.268","9414002B","123.069","69.021","285.984"
"14642","Land Bridge Villas Portal","95210000","150.378","160.839","124.327","83120034","165.344","91.27","350.005"
"14667","Southern Park Portal","95210000","140.447","156.377","124.911","AD20002E","126.064","138.881","159.769"
"14644","Linvak Tukal Foothills Settlement Portal","95210000","132.425","156.264","124.939","A618002C","132.98","77.426","150.621"
"14653","Northreach Portal","95210000","146.881","188.997","122.005","ABE7002C","130.279","89.124","0.095"
"15145","Azaroth Cottages Portal","95210000","155.876","171.145","122.005","58E80025","98.953","104.768","6.544"
"15188","Scimitar Lake Cottages Portal","95210000","159.856","179.379","122.005","AE130024","98.077","86.056","146.212"
"15187","Sand Shallow Cottages Portal","95210000","162.567","186.881","122.005","806F0026","101.837","120.313","17.058"
"15172","Mattekar Slopes Cottages Portal","95210000","115.7","160.636","123.488","A529002C","136.508","89.074","183.562"
"15666","Axefall Glen Portal","95210000","90.6289","161.886","127.348","4CA50025","109.524","112.113","45.376"
"19146","Gredaline Villas Portal","95210000","108.494","164.959","123.923","A7340023","105.842","60.832","75.545"
"19143","Ebbing Tide Villas Portal","95210000","100.901","173.491","125.336","91320023","115.631","62.166","2.005"
"19157","Sanam Batal Villas Portal","95210000","93.0033","183.603","130.905","70A60024","98.727","77.525","46.011"
"25494","Crystal Mine","95410000","164.166","164.346","40.005","614902DE","30","-16.951","0.005"
"12148","The Asteliary","95720000","60.2935","129.85","157.184","03A40131","30","-10","-6"
"1325","A Small Cave","957A0000","16.9","37.2","20.1","01E70121","58.561","-28.65","0"
"433","Base of Mt. Alphus","95970000","51.8","154.1","224","94970030","131.7","170.3","109.8"
"432","South Zabool","95980000","142.287","18.0833","224.005","96990024","101.9","76.1","224"
